scenario_label,scenario,time_index,tau,relative_day,q_value,prob_hosp,delay_hosp,prob_unsafe_funeral_comm,prob_unsafe_funeral_hosp,prob_unsafe_funeral_etu,prop_etu,ipc_helper
Middle_DRC_NoConflict,Middle_DRC_NoConflict,81,0.808081,155.960,,0.792556,1.607279,0.258810,0.001266,0.000000,0.872349,0.832721
Middle_DRC_NoConflict,Middle_DRC_NoConflict,82,0.818182,157.909,,0.794945,1.598501,0.257183,0.001241,0.000000,0.873682,0.835296
Middle_DRC_NoConflict,Middle_DRC_NoConflict,83,0.828283,159.859,,0.797281,1.590131,0.255644,0.001218,0.000000,0.874950,0.837762
Middle_DRC_NoConflict,Middle_DRC_NoConflict,84,0.838384,161.808,,0.799567,1.582147,0.254190,0.001197,0.000000,0.876157,0.840121
Middle_DRC_NoConflict,Middle_DRC_NoConflict,85,0.848485,163.758,,0.801800,1.574530,0.252815,0.001177,0.000000,0.877305,0.842378
Middle_DRC_NoConflict,Middle_DRC_NoConflict,86,0.858586,165.707,,0.803979,1.567264,0.251515,0.001159,0.000000,0.878398,0.844536
Middle_DRC_NoConflict,Middle_DRC_NoConflict,87,0.868687,167.657,,0.806102,1.560330,0.250285,0.001142,0.000000,0.879438,0.846599
Middle_DRC_NoConflict,Middle_DRC_NoConflict,88,0.878788,169.606,,0.808167,1.553712,0.249122,0.001127,0.000000,0.880428,0.848570
Middle_DRC_NoConflict,Middle_DRC_NoConflict,89,0.888889,171.556,,0.810170,1.547395,0.248021,0.001113,0.000000,0.881371,0.850453
Middle_DRC_NoConflict,Middle_DRC_NoConflict,90,0.898990,173.505,,0.812110,1.541363,0.246979,0.001099,0.000000,0.882269,0.852252
Middle_DRC_NoConflict,Middle_DRC_NoConflict,91,0.909091,175.455,,0.813985,1.535603,0.245992,0.001087,0.000000,0.883125,0.853969
Middle_DRC_NoConflict,Middle_DRC_NoConflict,92,0.919192,177.404,,0.815794,1.530102,0.245058,0.001076,0.000000,0.883939,0.855607
Middle_DRC_NoConflict,Middle_DRC_NoConflict,93,0.929293,179.354,,0.817537,1.524847,0.244173,0.001065,0.000000,0.884716,0.857171
Middle_DRC_NoConflict,Middle_DRC_NoConflict,94,0.939394,181.303,,0.819212,1.519825,0.243335,0.001055,0.000000,0.885456,0.858662
Middle_DRC_NoConflict,Middle_DRC_NoConflict,95,0.949495,183.253,,0.820821,1.515026,0.242540,0.001046,0.000000,0.886161,0.860084
Middle_DRC_NoConflict,Middle_DRC_NoConflict,96,0.959596,185.202,,0.822364,1.510438,0.241787,0.001038,0.000000,0.886834,0.861439
Middle_DRC_NoConflict,Middle_DRC_NoConflict,97,0.969697,187.152,,0.823842,1.506051,0.241073,0.001030,0.000000,0.887475,0.862731
Middle_DRC_NoConflict,Middle_DRC_NoConflict,98,0.979798,189.101,,0.825255,1.501855,0.240396,0.001023,0.000000,0.888087,0.863962
Middle_DRC_NoConflict,Middle_DRC_NoConflict,99,0.989899,191.051,,0.826605,1.497841,0.239754,0.001016,0.000000,0.888670,0.865134
Middle_DRC_NoConflict,Middle_DRC_NoConflict,100,1.000000,193.000,,0.827894,1.494001,0.239145,0.001010,0.000000,0.889227,0.866251
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,1,0.000000,0.000,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,2,0.004016,1.835,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,3,0.006565,3.000,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,4,0.008032,3.671,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,5,0.012048,5.506,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,6,0.016064,7.341,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,7,0.020080,9.177,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,8,0.021882,10.000,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,9,0.024096,11.012,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,10,0.028112,12.847,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,11,0.032129,14.683,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,12,0.036145,16.518,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,13,0.037199,17.000,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,14,0.040161,18.353,0.014185,0.318054,5.825441,0.989259,0.009129,0.000000,0.154009,0.080953
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,15,0.044177,20.189,0.033420,0.326813,5.745373,0.974692,0.008968,0.000000,0.167736,0.093925
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,16,0.048193,22.024,0.052656,0.335572,5.665304,0.960126,0.008806,0.000000,0.181463,0.106896
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,17,0.052209,23.859,0.071891,0.344331,5.585236,0.945560,0.008645,0.000000,0.195190,0.119868
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,18,0.052516,24.000,0.073365,0.345002,5.579104,0.944444,0.008632,0.000000,0.196242,0.120861
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,19,0.056225,25.695,0.080025,0.348035,5.551378,0.939400,0.008576,0.000000,0.200995,0.125353
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,20,0.060241,27.530,0.087239,0.351320,5.521352,0.933938,0.008516,0.000000,0.206143,0.130218
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,21,0.064257,29.365,0.094452,0.354604,5.491326,0.928476,0.008455,0.000000,0.211290,0.135082
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,22,0.067834,31.000,0.100876,0.357530,5.464586,0.923611,0.008401,0.000000,0.215875,0.139414
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,23,0.068273,31.201,0.100876,0.357530,5.464586,0.923611,0.008401,0.000000,0.215875,0.139414
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,24,0.072289,33.036,0.100876,0.357530,5.464586,0.923611,0.008401,0.000000,0.215875,0.139414
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,25,0.076305,34.871,0.100876,0.357530,5.464586,0.923611,0.008401,0.000000,0.215875,0.139414
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,26,0.080321,36.707,0.100876,0.357530,5.464586,0.923611,0.008401,0.000000,0.215875,0.139414
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,27,0.083151,38.000,0.100876,0.357530,5.464586,0.923611,0.008401,0.000000,0.215875,0.139414
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,28,0.084337,38.542,0.100876,0.357530,5.464586,0.923611,0.008401,0.000000,0.215875,0.139414
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,29,0.088353,40.378,0.100876,0.357530,5.464586,0.923611,0.008401,0.000000,0.215875,0.139414
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,30,0.092369,42.213,0.100876,0.357530,5.464586,0.923611,0.008401,0.000000,0.215875,0.139414
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,31,0.096386,44.048,0.100876,0.357530,5.464586,0.923611,0.008401,0.000000,0.215875,0.139414
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,32,0.098468,45.000,0.100876,0.357530,5.464586,0.923611,0.008401,0.000000,0.215875,0.139414
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,33,0.100402,45.884,0.091616,0.353313,5.503131,0.930623,0.008479,0.000000,0.209266,0.133170
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,34,0.104418,47.719,0.072381,0.344554,5.583199,0.945189,0.008640,0.000000,0.195539,0.120198
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,35,0.108434,49.554,0.053145,0.335795,5.663268,0.959756,0.008802,0.000000,0.181812,0.107226
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,36,0.112450,51.390,0.033910,0.327036,5.743336,0.974322,0.008964,0.000000,0.168085,0.094255
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,37,0.113786,52.000,0.027512,0.324122,5.769967,0.979167,0.009017,0.000000,0.163520,0.089940
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,38,0.116466,53.225,0.022698,0.321930,5.790006,0.982812,0.009058,0.000000,0.160084,0.086694
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,39,0.120482,55.060,0.015484,0.318646,5.820032,0.988275,0.009118,0.000000,0.154937,0.081830
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,40,0.124498,56.896,0.008271,0.315361,5.850058,0.993737,0.009179,0.000000,0.149789,0.076965
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,41,0.128514,58.731,0.001058,0.312076,5.880083,0.999199,0.009240,0.000000,0.144641,0.072101
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,42,0.129103,59.000,0.000000,0.311595,5.884485,1.000000,0.009248,0.000000,0.143887,0.071388
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,43,0.132530,60.566,0.051709,0.335141,5.669246,0.960843,0.008814,0.000000,0.180787,0.106258
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,44,0.136546,62.402,0.112301,0.362732,5.417031,0.914960,0.008305,0.000000,0.224028,0.147118
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,45,0.140562,64.237,0.172893,0.390323,5.164815,0.869076,0.007796,0.000000,0.267268,0.187979
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,46,0.144420,66.000,0.231098,0.416827,4.922533,0.825000,0.007307,0.000000,0.308805,0.227230
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,47,0.144578,66.072,0.232560,0.417492,4.916451,0.823894,0.007295,0.000000,0.309847,0.228215
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,48,0.148594,67.908,0.269657,0.434385,4.762033,0.795802,0.006983,0.000000,0.336321,0.253232
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,49,0.152610,69.743,0.306754,0.451277,4.607615,0.767710,0.006672,0.000000,0.362794,0.278249
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,50,0.156627,71.578,0.343851,0.468170,4.453197,0.739618,0.006360,0.000000,0.389268,0.303266
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,51,0.159737,73.000,0.372587,0.481255,4.333583,0.717857,0.006119,0.000000,0.409775,0.322644
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,52,0.160643,73.414,0.385593,0.487178,4.279444,0.708008,0.006010,0.000000,0.419056,0.331415
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,53,0.164659,75.249,0.443300,0.513455,4.039239,0.664310,0.005525,0.000000,0.460237,0.370329
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,54,0.168675,77.084,0.501007,0.539732,3.799033,0.620611,0.005040,0.000000,0.501418,0.409244
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,55,0.172691,78.920,0.558714,0.566009,3.558828,0.576912,0.004555,0.000000,0.542599,0.448159
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,56,0.175055,80.000,0.592681,0.581476,3.417437,0.551190,0.004270,0.000000,0.566840,0.471065
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,57,0.176707,80.755,0.622355,0.594989,3.293918,0.528720,0.004021,0.000000,0.588016,0.491076
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,58,0.180723,82.590,0.694489,0.627835,2.993661,0.474096,0.003415,0.000000,0.639492,0.539720
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,59,0.184739,84.426,0.766622,0.660682,2.693404,0.419473,0.002809,0.000000,0.690968,0.588363
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,60,0.188755,86.261,0.838755,0.693528,2.393147,0.364850,0.002203,0.000000,0.742445,0.637007
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,61,0.190372,87.000,0.867798,0.706753,2.272256,0.342857,0.001959,0.000000,0.763170,0.656592
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,62,0.192771,88.096,0.853703,0.700335,2.330926,0.353530,0.002078,0.000000,0.753112,0.647087
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,63,0.196787,89.932,0.830109,0.689591,2.429139,0.371398,0.002276,0.000000,0.736274,0.631176
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,64,0.200803,91.767,0.806514,0.678847,2.527352,0.389265,0.002474,0.000000,0.719436,0.615265
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,65,0.204819,93.602,0.782920,0.668103,2.625565,0.407132,0.002672,0.000000,0.702599,0.599354
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,66,0.205689,94.000,0.777808,0.665775,2.646841,0.411002,0.002715,0.000000,0.698951,0.595907
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,67,0.208835,95.438,0.797216,0.674613,2.566055,0.396306,0.002552,0.000000,0.712801,0.608995
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,68,0.212851,97.273,0.821991,0.685894,2.462928,0.377545,0.002344,0.000000,0.730481,0.625702
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,69,0.216867,99.108,0.846766,0.697176,2.359802,0.358784,0.002136,0.000000,0.748161,0.642409
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,70,0.220884,100.944,0.871541,0.708457,2.256675,0.340023,0.001928,0.000000,0.765842,0.659116
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,71,0.221007,101.000,0.872300,0.708803,2.253516,0.339448,0.001921,0.000000,0.766383,0.659628
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,72,0.224900,102.779,0.876331,0.710639,2.236737,0.336396,0.001887,0.000000,0.769260,0.662346
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,73,0.228916,104.614,0.880489,0.712532,2.219429,0.333247,0.001853,0.000000,0.772227,0.665150
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,74,0.232932,106.450,0.884648,0.714426,2.202120,0.330098,0.001818,0.000000,0.775195,0.667954
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,75,0.236324,108.000,0.888160,0.716025,2.187500,0.327438,0.001788,0.000000,0.777701,0.670323
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,76,0.236948,108.285,0.886367,0.715208,2.194964,0.328796,0.001803,0.000000,0.776421,0.669114
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,77,0.240964,110.120,0.874826,0.709953,2.243005,0.337536,0.001900,0.000000,0.768185,0.661331
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,78,0.244980,111.956,0.863284,0.704697,2.291046,0.346275,0.001997,0.000000,0.759949,0.653548
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,79,0.248996,113.791,0.851743,0.699442,2.339087,0.355015,0.002094,0.000000,0.751713,0.645765
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,80,0.251641,115.000,0.844141,0.695981,2.370729,0.360772,0.002158,0.000000,0.746288,0.640639
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,81,0.253012,115.627,0.844229,0.696020,2.370365,0.360705,0.002157,0.000000,0.746351,0.640698
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,82,0.257028,117.462,0.844485,0.696137,2.369298,0.360511,0.002155,0.000000,0.746533,0.640870
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,83,0.261044,119.297,0.844741,0.696254,2.368231,0.360317,0.002153,0.000000,0.746716,0.641043
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,84,0.265060,121.133,0.844997,0.696370,2.367165,0.360123,0.002151,0.000000,0.746899,0.641216
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,85,0.266958,122.000,0.845119,0.696426,2.366661,0.360031,0.002150,0.000000,0.746986,0.641298
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,86,0.269076,122.968,0.849498,0.698420,2.348429,0.356715,0.002113,0.000000,0.750111,0.644251
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,87,0.273092,124.803,0.857804,0.702202,2.313857,0.350425,0.002043,0.000000,0.756038,0.649852
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,88,0.277108,126.639,0.866109,0.705984,2.279285,0.344136,0.001973,0.000000,0.761965,0.655453
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,89,0.281124,128.474,0.874415,0.709766,2.244714,0.337847,0.001904,0.000000,0.767892,0.661054
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,90,0.282276,129.000,0.876796,0.710850,2.234803,0.336044,0.001884,0.000000,0.769591,0.662659
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,91,0.285141,130.309,0.882244,0.713331,2.212126,0.331918,0.001838,0.000000,0.773479,0.666333
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,92,0.289157,132.145,0.889881,0.716808,2.180337,0.326135,0.001774,0.000000,0.778929,0.671483
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,93,0.293173,133.980,0.897518,0.720286,2.148547,0.320352,0.001709,0.000000,0.784379,0.676634
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,94,0.297189,135.815,0.905155,0.723764,2.116757,0.314569,0.001645,0.000000,0.789829,0.681784
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,95,0.297593,136.000,0.905924,0.724114,2.113557,0.313986,0.001639,0.000000,0.790378,0.682302
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,96,0.301205,137.651,0.911566,0.726683,2.090071,0.309714,0.001591,0.000000,0.794404,0.686107
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,97,0.305221,139.486,0.917840,0.729540,2.063955,0.304963,0.001539,0.000000,0.798882,0.690338
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,98,0.309237,141.321,0.924114,0.732397,2.037840,0.300212,0.001486,0.000000,0.803359,0.694569
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,99,0.312910,143.000,0.929853,0.735010,2.013953,0.295866,0.001438,0.000000,0.807454,0.698439
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,100,0.313253,143.157,0.931422,0.735725,2.007420,0.294678,0.001425,0.000000,0.808574,0.699497
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,101,0.317269,144.992,0.949814,0.744100,1.930863,0.280750,0.001270,0.000000,0.821699,0.711900
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,102,0.321285,146.827,0.968206,0.752475,1.854305,0.266823,0.001116,0.000000,0.834824,0.724303
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,103,0.325301,148.663,0.986598,0.760850,1.777748,0.252895,0.000961,0.000000,0.847949,0.736705
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,104,0.328228,150.000,1.000000,0.766952,1.721963,0.242747,0.000849,0.000000,0.857513,0.745743
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,105,0.329317,150.498,0.998598,0.766314,1.727799,0.243809,0.000860,0.000000,0.856513,0.744797
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,106,0.333333,152.333,0.993431,0.763961,1.749308,0.247722,0.000904,0.000000,0.852825,0.741313
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,107,0.337349,154.169,0.988264,0.761608,1.770816,0.251634,0.000947,0.000000,0.849138,0.737828
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,108,0.341365,156.004,0.983096,0.759255,1.792325,0.255547,0.000991,0.000000,0.845450,0.734344
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,109,0.343545,157.000,0.980292,0.757978,1.803997,0.257671,0.001014,0.000000,0.843449,0.732453
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,110,0.345382,157.839,0.974783,0.755469,1.826930,0.261843,0.001060,0.000000,0.839517,0.728738
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,111,0.349398,159.675,0.962736,0.749984,1.877075,0.270965,0.001162,0.000000,0.830921,0.720614
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,112,0.353414,161.510,0.950689,0.744498,1.927220,0.280088,0.001263,0.000000,0.822324,0.712490
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,113,0.357430,163.345,0.938643,0.739013,1.977364,0.289210,0.001364,0.000000,0.813727,0.704366
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,114,0.358862,164.000,0.934346,0.737056,1.995250,0.292464,0.001400,0.000000,0.810661,0.701469
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,115,0.361446,165.181,0.931042,0.735551,2.009003,0.294966,0.001428,0.000000,0.808303,0.699241
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,116,0.365462,167.016,0.925906,0.733213,2.030381,0.298855,0.001471,0.000000,0.804638,0.695777
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,117,0.369478,168.851,0.920770,0.730874,2.051759,0.302744,0.001514,0.000000,0.800973,0.692314
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,118,0.373494,170.687,0.915634,0.728536,2.073137,0.306633,0.001557,0.000000,0.797308,0.688851
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,119,0.374179,171.000,0.914758,0.728136,2.076785,0.307297,0.001565,0.000000,0.796682,0.688259
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,120,0.377510,172.522,0.916696,0.729019,2.068719,0.305829,0.001548,0.000000,0.798065,0.689566
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,121,0.381526,174.357,0.919033,0.730083,2.058992,0.304060,0.001529,0.000000,0.799733,0.691142
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,122,0.385542,176.193,0.921369,0.731147,2.049265,0.302290,0.001509,0.000000,0.801400,0.692718
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,123,0.389497,178.000,0.923670,0.732195,2.039687,0.300548,0.001490,0.000000,0.803042,0.694270
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,124,0.389558,178.028,0.923509,0.732121,2.040357,0.300670,0.001491,0.000000,0.802927,0.694161
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,125,0.393574,179.863,0.913000,0.727336,2.084104,0.308628,0.001579,0.000000,0.795427,0.687074
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,126,0.397590,181.699,0.902490,0.722550,2.127851,0.316587,0.001668,0.000000,0.787927,0.679986
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,127,0.401606,183.534,0.891980,0.717764,2.171597,0.324545,0.001756,0.000000,0.780427,0.672899
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,128,0.404814,185.000,0.883586,0.713942,2.206537,0.330902,0.001827,0.000000,0.774437,0.667239
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,129,0.405622,185.369,0.882349,0.713379,2.211688,0.331839,0.001837,0.000000,0.773554,0.666404
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,130,0.409639,187.205,0.876202,0.710580,2.237276,0.336493,0.001889,0.000000,0.769167,0.662259
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,131,0.413655,189.040,0.870055,0.707781,2.262863,0.341148,0.001940,0.000000,0.764781,0.658114
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,132,0.417671,190.876,0.863908,0.704981,2.288450,0.345803,0.001992,0.000000,0.760394,0.653968
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,133,0.420131,192.000,0.860142,0.703266,2.304127,0.348655,0.002023,0.000000,0.757706,0.651429
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,134,0.421687,192.711,0.856175,0.701460,2.320637,0.351659,0.002057,0.000000,0.754876,0.648754
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,135,0.425703,194.546,0.845935,0.696797,2.363263,0.359413,0.002143,0.000000,0.747568,0.641848
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,136,0.429719,196.382,0.835694,0.692134,2.405889,0.367168,0.002229,0.000000,0.740260,0.634942
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,137,0.433735,198.217,0.825454,0.687471,2.448515,0.374923,0.002315,0.000000,0.732952,0.628037
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,138,0.435449,199.000,0.821084,0.685481,2.466704,0.378231,0.002352,0.000000,0.729834,0.625090
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,139,0.437751,200.052,0.810907,0.680847,2.509067,0.385938,0.002437,0.000000,0.722571,0.618227
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,140,0.441767,201.888,0.793155,0.672764,2.582960,0.399381,0.002586,0.000000,0.709903,0.606256
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,141,0.445783,203.723,0.775403,0.664680,2.656852,0.412824,0.002735,0.000000,0.697235,0.594285
Middle_DRC_ConflictSmoothed,Middle_DRC_ConflictSmoothed,142,0.449799,205.558,0.757651,0.656597,2.730745,0.426266,0.002884,0.000000,0.684567,0.582314
