time_index,tau,relative_day,q_value,prob_hosp,delay_hosp,prob_unsafe_funeral_comm,prob_unsafe_funeral_hosp,prob_unsafe_funeral_etu,prop_etu,ipc_helper
40,0.3939393939393939,140.63636363636363,0.2783095999374844,0.48090123995936485,5.108452000312578,0.7216904000625156,0.021650712001875468,0.0,0.250478639943736,0.26439411994061013
41,0.40404040404040403,144.24242424242425,0.2903841362791519,0.4887496885814487,5.04807931860424,0.7096158637208481,0.021288475911625443,0.0,0.2613457226512367,0.27586492946519425
42,0.41414141414141414,147.84848484848484,0.30276276170038297,0.49679579510524885,4.986186191498085,0.697237238299617,0.020917117148988508,0.0,0.27248648553034466,0.2876246236153638
43,0.42424242424242425,151.45454545454547,0.315434506627682,0.5050324293079933,4.92282746686159,0.684565493372318,0.020536964801169538,0.0,0.2838910559649138,0.2996627812962979
44,0.43434343434343436,155.06060606060606,0.3283868208183261,0.5134514335319119,4.85806589590837,0.671613179181674,0.020148395375450216,0.0,0.2955481387364935,0.3119674797774098
45,0.4444444444444444,158.66666666666666,0.34160558388501017,0.5220436295252566,4.791972080574949,0.6583944161149898,0.019751832483449694,0.0,0.30744502549650915,0.32452530469075963
46,0.45454545454545453,162.27272727272728,0.35507513256889817,0.5307988361697837,4.724624337155509,0.6449248674311019,0.019347746022933054,0.0,0.31956761931200833,0.33732137594045325
47,0.46464646464646464,165.87878787878788,0.368778305387421,0.5397058985018236,4.656108473062895,0.631221694612579,0.018936650838377367,0.0,0.3319004748486789,0.35033939011804993
48,0.47474747474747475,169.4848484848485,0.38269650498609065,0.5487527282409589,4.586517475069547,0.6173034950139094,0.01851910485041728,0.0,0.3444268544874816,0.3635616797367861
49,0.48484848484848486,173.0909090909091,0.39680977819653834,0.5579263558277499,4.515951109017308,0.6031902218034617,0.01809570665410385,0.0,0.3571288003768845,0.3769692892867114
50,0.494949494949495,176.69696969696972,0.4110969134539824,0.5672129937450885,4.444515432730087,0.5889030865460176,0.017667092596380527,0.0,0.3699872221085842,0.39054206778128325
51,0.5050505050505051,180.3030303030303,0.4255355548659073,0.5765981106628397,4.372322225670464,0.5744644451340928,0.017233933354022783,0.0,0.38298199937931654,0.4042587771226119
52,0.5151515151515151,183.9090909090909,0.44010233186065956,0.5860665157094287,4.299488340696702,0.5598976681393404,0.016796930044180213,0.0,0.3960920986745936,0.41809721526762655
53,0.5252525252525253,187.51515151515153,0.4547730029914378,0.5956024519444345,4.226134985042811,0.5452269970085621,0.016356809910256863,0.0,0.40929570269229404,0.43203435284186587
54,0.5353535353535354,191.12121212121212,0.46952261213960506,0.6051896978907432,4.152386939301975,0.530477387860395,0.01591432163581185,0.0,0.42257035092564454,0.4460464815326248
55,0.5454545454545454,194.72727272727272,0.4843256550629794,0.6148116757909365,4.078371724685103,0.5156743449370206,0.015470230348110616,0.0,0.4358930895566815,0.46010937230983046
56,0.5555555555555556,198.33333333333334,0.499156253980493,0.6244515650873204,4.004218730097535,0.500843746019507,0.015025312380585208,0.0,0.44924062858244374,0.4741984412814683
57,0.5656565656565656,201.93939393939394,0.5139883376838504,0.6340924194945028,3.9300583115807477,0.48601166231614956,0.014580349869484486,0.0,0.4625895039154654,0.4882889207996579
58,0.5757575757575758,205.54545454545456,0.528795824527115,0.6437172859426248,3.8560208773644247,0.47120417547288496,0.014136125264186547,0.0,0.47591624207440353,0.5023560333007593
59,0.5858585858585859,209.15151515151516,0.5435528055718993,0.6533093236217344,3.782235972140503,0.45644719442810067,0.01369341583284302,0.0,0.4891975250147094,0.5163751652933043
60,0.5959595959595959,212.75757575757575,0.5582337251618692,0.6628519213552149,3.708831374190654,0.4417662748381308,0.013252988245143923,0.0,0.5024103526456823,0.5303220389037757
61,0.6060606060606061,216.36363636363637,0.5728135562657326,0.6723288115727262,3.635932218671337,0.4271864437342674,0.012815593312028022,0.0,0.5155322006391594,0.544172878452446
62,0.6161616161616161,219.96969696969697,0.5872679680602482,0.6817241792391613,3.563660159698759,0.41273203193975183,0.012381960958192554,0.0,0.5285411712542234,0.5579045696572358
63,0.6262626262626263,223.5757575757576,0.6015734834189633,0.6910227642223261,3.4921325829051835,0.39842651658103667,0.011952795497431098,0.0,0.541416135077067,0.5714948092480151
64,0.6363636363636364,227.1818181818182,0.615707624220995,0.7002099557436468,3.421461878895025,0.384292375779005,0.01152877127337015,0.0,0.5541368617988955,0.5849222430099452
65,0.6464646464646465,230.7878787878788,0.6296490426879746,0.7092718777471834,3.351754786560127,0.3703509573120254,0.01111052871936076,0.0,0.5666841384191772,0.5981665905535759
66,0.6565656565656566,234.3939393939394,0.6433776372856055,0.7181954642356435,3.2831118135719723,0.3566223627143945,0.010698670881431834,0.0,0.579039873557045,0.6112087554213251
67,0.6666666666666666,238.0,0.6568746520776437,0.7269685238504684,3.2156267396117815,0.34312534792235627,0.010293760437670687,0.0,0.5911871868698794,0.6240309194737615
68,0.6767676767676768,241.60606060606062,0.6701227587826606,0.7355797932087293,3.149386206086697,0.3298772412173394,0.009896317236520184,0.0,0.6031104829043945,0.6366166208435275
69,0.6868686868686869,245.21212121212122,0.6831061211461115,0.7440189787449724,3.0844693942694428,0.31689387885388853,0.009506816365616656,0.0,0.6147955090315004,0.6489508150888058
70,0.696969696969697,248.81818181818184,0.6958104415911681,0.7522767870342593,3.0209477920441596,0.3041895584088319,0.009125686752264956,0.0,0.6262293974320513,0.6610199195116097
71,0.7070707070707071,252.42424242424244,0.7082229904417525,0.760344943787139,2.958885047791237,0.2917770095582475,0.008753310286747425,0.0,0.6374006913975773,0.6728118409196648
72,0.7171717171717171,256.030303030303,0.7203326183120511,0.7682162019028331,2.8983369084397443,0.2796673816879489,0.008390021450638468,0.0,0.648299356480846,0.6843159873964485
73,0.7272727272727273,259.6363636363636,0.7321297525219606,0.7758843391392742,2.839351237390197,0.26787024747803945,0.008036107424341184,0.0,0.6589167772697645,0.6955232648958625
74,0.7373737373737373,263.24242424242425,0.7436063786227332,0.7833441461047765,2.7819681068863344,0.25639362137726684,0.0076918086413180035,0.0,0.6692457407604598,0.7064260596915964
75,0.7474747474747475,266.8484848484849,0.7547560082987462,0.7905914053941849,2.726219958506269,0.24524399170125377,0.007357319751037612,0.0,0.6792804074688716,0.7170182078838089
76,0.7575757575757576,270.45454545454544,0.7655736350486783,0.7976228627816409,2.6721318247566086,0.23442636495132174,0.007032790948539654,0.0,0.6890162715438104,0.7272949532962443
77,0.7676767676767676,274.06060606060606,0.7760556791430435,0.8044361914429783,2.6197216042847824,0.22394432085695648,0.006718329625708695,0.0,0.6984501112287392,0.7372528951858913
78,0.7777777777777778,277.6666666666667,0.7861999234069103,0.8110299502144915,2.5690003829654486,0.21380007659308975,0.006414002297792692,0.0,0.7075799310662192,0.7468899272365647
79,0.7878787878787878,281.27272727272725,0.796005441389834,0.8174035369033921,2.51997279305083,0.20399455861016602,0.006119836758304981,0.0,0.7164048972508505,0.7562051693203422
80,0.797979797979798,284.8787878787879,0.8054725194635565,0.8235571376513116,2.472637402682218,0.19452748053644353,0.0058358244160933055,0.0,0.7249252675172009,0.7651988934903786
81,0.8080808080808081,288.4848484848485,0.8146025743364522,0.8294916733186939,2.426987128317739,0.18539742566354778,0.005561922769906434,0.0,0.7331423169028071,0.7738724456196295
82,0.8181818181818182,292.0909090909091,0.82339806739703,0.8352087438080695,2.3830096630148496,0.17660193260296997,0.005298057978089098,0.0,0.741058260657327,0.7822281640271785
83,0.8282828282828283,295.6969696969697,0.8318624172020616,0.8407105711813398,2.340687913989692,0.16813758279793845,0.005044127483938152,0.0,0.7486761754818554,0.7902692963419584
84,0.8383838383838383,299.3030303030303,0.8399999113131529,0.8459999423535494,2.300000443434236,0.16000008868684712,0.004800002660605412,0.0,0.7559999201818376,0.7979999157474952
85,0.8484848484848485,302.90909090909093,0.8478156185634922,0.8510801520662699,2.2609219071825386,0.1521843814365078,0.004565531443095235,0.0,0.763034056707143,0.8054248376353176
86,0.8585858585858586,306.5151515151515,0.8553153027085096,0.8559549467605312,2.2234234864574516,0.14468469729149036,0.004340540918744709,0.0,0.7697837724376587,0.8125495375730841
87,0.8686868686868687,310.1212121212121,0.8625053382841029,0.8606284698846669,2.1874733085794853,0.13749466171589708,0.0041248398514769115,0.0,0.7762548044556926,0.8193800713698978
88,0.8787878787878788,313.72727272727275,0.8693926293673205,0.8651052090887583,2.153036853163397,0.13060737063267946,0.003918221118980384,0.0,0.7824533664305885,0.8259229978989545
89,0.8888888888888888,317.3333333333333,0.875984531809698,0.8693899456763037,2.12007734095151,0.12401546819030196,0.0037204640457090578,0.0,0.7883860786287282,0.8321853052192131
90,0.898989898989899,320.93939393939394,0.8822887793951024,0.8734877066068165,2.088556103024488,0.11771122060489758,0.003531336618146929,0.0,0.7940599014555922,0.8381743404253472
91,0.9090909090909091,324.54545454545456,0.8883134142636041,0.8774037192713426,2.058432928681979,0.1116865857363959,0.0033505975720918776,0.0,0.7994820728372437,0.8438977435504239
92,0.9191919191919192,328.1515151515152,0.8940667218418363,0.8811433691971935,2.029666390790818,0.10593327815816367,0.003177998344744911,0.0,0.8046600496576527,0.8493633857497445
93,0.9292929292929293,331.75757575757575,0.8995571704292301,0.8847121607789994,2.0022141478538495,0.10044282957076989,0.0030132848871230952,0.0,0.8096014533863071,0.8545793119077686
94,0.9393939393939394,335.3636363636364,0.9047933555088412,0.8881156810807467,1.9760332224557935,0.09520664449115879,0.0028561993347347645,0.0,0.8143140199579572,0.8595536877333991
95,0.9494949494949495,338.969696969697,0.9097839487812504,0.8913595667078127,1.9510802560937481,0.09021605121874965,0.002706481536562489,0.0,0.8188055539031254,0.8642947513421878
96,0.9595959595959596,342.57575757575756,0.9145376518599941,0.8944494737089961,1.9273117407000289,0.08546234814000586,0.002563870444200176,0.0,0.8230838866739948,0.8688107692669944
97,0.9696969696969697,346.1818181818182,0.9190631545167506,0.8973910504358877,1.9046842274162472,0.08093684548324942,0.002428105364497484,0.0,0.8271568390650755,0.8731099967909131
98,0.9797979797979798,349.78787878787875,0.9233690973234469,0.9001899132602404,1.8831545133827658,0.07663090267655315,0.002298927080296595,0.0,0.8310321875911022,0.8772006424572745
99,0.98989898989899,353.39393939393943,0.9274640385059019,0.9028516250288361,1.8626798074704904,0.07253596149409813,0.002176078844822942,0.0,0.8347176346553117,0.8810908365806067
100,1.0,357.0,0.9313564247987526,0.9053816761191891,1.8432178760062374,0.06864357520124742,0.0020593072560374237,0.0,0.8382207823188773,0.884788603558815
